3032.75721 19.292 0.022
3326.84759 19.240 0.019
3337.70160 19.321 0.041
3353.66782 19.364 0.022
3358.66690 19.211 0.026
3366.66649 19.186 0.036
3375.63319 19.424 0.026
3379.69577 19.398 0.025
3385.70679 19.231 0.018
3397.62786 19.366 0.048
3720.67787 19.235 0.039
3724.69513 19.420 0.031
3731.64409 19.247 0.018
3739.62940 19.285 0.020
3750.65565 19.295 0.049
3757.61234 19.216 0.019
3762.63786 19.325 0.017
3769.62083 19.262 0.017
3780.71479 19.213 0.066
4066.67769 19.416 0.022
4074.66221 19.291 0.044
4092.64392 19.208 0.017
4111.67315 19.325 0.022
4125.66975 19.216 0.020
4400.73190 19.366 0.051
4410.77208 19.191 0.020
4422.79884 19.258 0.020
4426.82246 19.301 0.022
4438.79573 19.326 0.022
4452.66627 19.116 0.023
4463.65085 19.284 0.022
4478.69144 19.314 0.021
4482.72025 19.252 0.018
4487.69666 19.253 0.057
