3022.71702 15.684 0.004
3331.66796 15.756 0.004
3341.65532 15.483 0.004
3353.69361 16.471 0.006
3358.72313 16.444 0.005
3362.68849 15.887 0.005
3375.65830 15.990 0.005
3381.64805 16.387 0.005
3389.60633 16.446 0.006
3397.65295 16.475 0.007
3721.65353 16.409 0.007
3734.65941 16.195 0.005
3743.62447 16.226 0.006
3751.60744 16.330 0.006
3758.62314 15.957 0.005
3764.70432 16.413 0.005
3769.64613 16.355 0.005
4073.76616 16.437 0.007
4111.69768 16.389 0.005
4126.63146 16.195 0.005
4392.75493 16.204 0.005
4400.75626 15.490 0.005
4410.79757 16.052 0.005
4459.62221 16.105 0.006
4468.66126 16.268 0.005
4479.70167 16.497 0.006
4485.69436 15.540 0.004
