2166.83000 20.260 0.165
2172.87877 20.231 0.142
2189.83600 20.019 0.178
2191.87033 20.552 0.178
2200.87108 20.027 0.119
2212.78503 19.905 0.120
2217.76995 20.727 0.324
2223.79023 19.978 0.126
2226.76508 20.268 0.209
2228.80859 20.135 0.161
2230.72174 20.175 0.174
2232.74223 20.333 0.153
2234.73600 20.095 0.140
2238.68682 20.090 0.139
2240.81574 20.113 0.155
2242.82154 20.347 0.260
2249.75477 20.517 0.190
2251.78724 20.462 0.176
2253.74770 20.351 0.129
2255.85744 20.345 0.220
2258.66437 20.293 0.137
2261.64998 20.414 0.206
2265.75201 20.036 0.130
2271.66511 20.506 0.208
2273.66082 20.205 0.174
2274.61289 20.381 0.286
2275.77108 20.490 0.230
2277.76586 20.445 0.194
2277.78046 20.670 0.232
2279.77094 20.051 0.124
2281.78483 20.213 0.134
2283.78794 20.779 0.213
2289.71709 19.936 0.118
2291.72452 20.071 0.194
2293.69664 20.290 0.224
2295.72341 20.251 0.135
2297.71427 20.191 0.167
2299.73666 20.723 0.231
2302.58393 20.368 0.196
2304.71994 20.032 0.186
2317.63347 20.552 0.180
2323.53490 20.422 0.185
2326.55254 20.299 0.167
2338.52022 20.760 0.328
2344.51302 20.286 0.158
2354.51482 20.253 0.303
2368.49881 21.005 0.567
2401.50085 20.010 0.160
2520.90966 20.414 0.233
2521.88902 20.377 0.175
2537.84238 20.341 0.296
2539.81721 20.612 0.296
2542.80957 20.494 0.190
2545.79124 20.815 0.335
2551.85594 20.206 0.140
2555.87998 20.279 0.173
2559.78889 20.293 0.190
2563.83910 20.152 0.175
2573.76781 20.554 0.332
2577.82868 20.214 0.160
2580.85813 20.276 0.135
2589.76518 20.141 0.138
2599.82575 20.100 0.139
2609.63821 20.738 0.402
2617.79428 20.138 0.205
2620.76236 20.191 0.125
2623.70670 20.295 0.169
2627.60289 20.511 0.372
2629.62762 20.202 0.206
2634.67175 20.366 0.140
2637.69777 20.230 0.146
2639.81257 19.998 0.098
2641.63520 20.407 0.161
2643.64623 20.463 0.169
2645.63896 20.293 0.161
2646.66638 20.379 0.175
2650.72288 20.273 0.233
2652.71366 20.216 0.173
2654.81744 20.094 0.158
2657.73196 20.396 0.260
2659.70095 20.454 0.180
2661.80065 20.661 0.276
2665.77061 20.200 0.146
2667.80419 19.985 0.164
2673.67980 20.241 0.246
2675.70673 20.442 0.152
2677.74140 20.333 0.250
2679.73210 19.950 0.124
2681.74880 20.244 0.181
2686.55749 20.440 0.330
2695.56632 20.125 0.144
2700.51734 20.188 0.223
2705.58926 20.708 0.267
2712.55174 20.224 0.201
2734.50144 20.466 0.298
2884.84477 20.433 0.187
2890.81255 20.014 0.193
2895.84823 19.984 0.131
2900.80391 20.248 0.156
2906.83486 20.356 0.134
2910.86833 20.326 0.123
2915.86450 20.324 0.127
2921.86679 20.560 0.215
2925.81231 20.079 0.122
2929.85422 19.992 0.118
2933.79386 20.366 0.153
2939.80236 20.389 0.217
2942.77779 20.340 0.160
2946.79821 20.398 0.215
2948.84329 20.286 0.139
2952.78258 20.289 0.185
2955.83961 20.482 0.302
2957.76714 20.431 0.213
2961.75050 20.168 0.162
2963.80875 20.605 0.286
2966.74811 20.301 0.114
2970.76218 20.312 0.124
2974.67686 20.443 0.163
2975.80200 20.291 0.152
2979.83846 20.199 0.135
2981.84571 20.457 0.395
2983.74649 20.030 0.131
2986.72894 20.106 0.145
2988.69586 20.304 0.132
2990.72048 20.508 0.172
2992.71733 20.217 0.136
2994.80807 20.252 0.123
2996.68355 20.397 0.142
2998.66687 20.397 0.165
3000.68367 20.553 0.175
3002.67087 20.240 0.137
3004.67061 20.006 0.100
3006.61633 20.324 0.125
3010.69090 20.173 0.192
3012.78636 20.141 0.268
3016.70506 20.479 0.184
3018.69488 20.206 0.152
3020.77027 20.635 0.245
3022.79668 20.039 0.166
3024.74533 20.477 0.175
3026.71437 20.216 0.120
3028.75007 20.233 0.107
3030.75512 20.172 0.117
3033.67704 20.332 0.108
3035.68325 20.190 0.144
3038.66691 20.772 0.346
3041.56404 20.181 0.190
3043.59385 20.335 0.211
3045.63287 20.414 0.180
3047.58705 20.707 0.269
3049.59274 20.450 0.154
3050.56336 20.406 0.134
3052.55766 20.486 0.185
3054.55931 20.387 0.165
3056.55847 20.241 0.118
3058.55152 20.300 0.145
3067.63432 20.195 0.174
3069.59285 20.265 0.183
3072.64099 19.901 0.147
3075.59557 20.553 0.210
3078.51684 20.502 0.214
3081.67034 20.504 0.190
3084.58257 20.372 0.148
3087.54353 20.353 0.186
3089.64620 20.124 0.172
3092.58495 20.314 0.252
3098.58791 20.310 0.190
3101.54823 20.338 0.297
3104.51964 20.236 0.172
3107.50145 20.492 0.319
3110.52801 20.641 0.356
3113.51166 20.650 0.327
3125.50912 20.542 0.339
3135.47501 20.102 0.227
3229.88915 20.182 0.134
3239.90304 20.681 0.223
3247.87393 20.164 0.138
3256.85062 19.970 0.142
3268.84278 20.462 0.142
3273.80163 21.825 0.846
3276.88712 20.373 0.206
3281.79732 20.044 0.100
3289.81100 20.008 0.115
3294.80894 20.672 0.205
3296.81435 20.202 0.118
3298.84495 20.128 0.116
3301.66522 20.198 0.212
3303.83429 20.248 0.180
3306.80906 20.169 0.147
3308.82588 20.878 0.347
3310.85820 20.574 0.199
3314.82573 20.915 0.346
3321.70451 20.475 0.161
3329.79763 20.509 0.121
3334.69376 20.309 0.212
3338.74978 20.253 0.145
3349.72194 20.613 0.251
3352.63647 20.334 0.156
3355.65832 20.114 0.197
3359.71731 20.291 0.129
3363.69525 20.637 0.219
3369.76219 20.196 0.161
3377.70141 20.445 0.215
3386.78405 20.405 0.115
3391.57482 20.186 0.174
3395.62957 20.244 0.190
3398.68637 20.610 0.212
3400.67274 20.265 0.240
3403.66151 20.302 0.179
3406.59549 20.291 0.134
3410.61319 20.384 0.126
3415.56877 20.394 0.174
3421.57325 19.583 0.104
3428.57223 20.009 0.170
3436.56654 20.164 0.152
3443.50929 19.946 0.146
3452.52912 20.377 0.150
3574.91976 20.453 0.219
3588.91010 20.541 0.226
3590.91200 20.815 0.198
3614.90125 20.321 0.166
3629.79661 20.199 0.158
3634.75473 20.266 0.164
3640.75107 20.491 0.154
3644.89337 20.588 0.213
3650.80314 20.108 0.121
3653.83104 20.516 0.190
3656.88699 20.069 0.168
3661.79341 21.078 0.435
3666.79057 19.884 0.106
3671.78894 20.163 0.124
3675.80337 21.179 0.299
3683.82652 20.933 0.229
3687.68835 20.436 0.184
3689.79196 20.254 0.142
3692.71249 20.188 0.133
3694.84477 21.019 0.274
3696.66527 20.123 0.117
3699.67756 20.258 0.114
3701.72869 20.259 0.132
3704.75000 20.328 0.130
3706.74849 20.361 0.114
3711.64028 20.087 0.131
3713.65389 20.075 0.115
3716.68735 20.197 0.189
3719.66463 20.166 0.166
3725.74795 20.369 0.218
3727.69590 20.375 0.220
3730.62419 20.414 0.111
3733.61290 20.348 0.127
3734.71574 20.022 0.094
3736.73468 20.306 0.131
3738.65659 20.503 0.164
3740.69161 20.603 0.174
3743.65708 20.783 0.225
3746.73102 20.019 0.131
3748.68431 20.390 0.205
3750.57591 20.104 0.166
3752.69716 20.046 0.115
3754.68556 20.375 0.176
3758.70644 20.332 0.204
3762.66452 19.910 0.091
3765.65510 20.062 0.071
3769.72708 20.311 0.108
3772.69524 20.120 0.135
3775.66721 20.025 0.175
3778.66569 20.301 0.160
3781.72671 20.410 0.219
3786.54977 20.112 0.131
3791.54540 20.270 0.127
3798.54573 20.513 0.193
3805.53093 20.091 0.158
3819.50981 20.232 0.137
3938.92755 20.143 0.168
3961.90464 20.241 0.234
3968.88714 20.484 0.214
3974.87270 20.277 0.190
3981.78019 20.507 0.207
3987.90417 20.259 0.159
3995.81182 20.385 0.179
4002.81119 20.475 0.124
4004.83242 20.349 0.132
4007.76504 20.181 0.114
4011.74576 20.036 0.145
4018.78513 19.690 0.102
4023.77950 20.336 0.120
4026.69549 20.814 0.220
4028.83149 20.033 0.114
4031.71923 19.967 0.111
4037.82672 20.223 0.129
4040.79490 20.624 0.199
4042.81040 20.442 0.165
4046.68516 20.645 0.254
4048.77452 20.302 0.150
4051.76418 20.016 0.139
4053.81547 20.687 0.204
4056.63533 19.906 0.148
4059.64637 20.411 0.177
4064.66900 20.542 0.156
4067.66949 20.283 0.129
4069.65760 20.178 0.136
4072.69474 20.341 0.160
4076.76519 20.829 0.290
4079.64011 20.591 0.220
4082.66077 19.897 0.129
4084.74117 20.247 0.139
4087.66098 20.793 0.204
4093.80933 20.294 0.151
4102.61557 20.225 0.181
4104.78430 20.706 0.354
4109.64559 20.607 0.205
4113.66440 20.388 0.134
4118.57132 20.163 0.189
4120.65746 20.234 0.100
4124.68819 20.223 0.112
4127.64208 20.432 0.121
4132.62012 20.329 0.212
4142.55509 20.267 0.184
4150.53216 20.106 0.120
4153.60680 20.465 0.159
4165.53716 20.355 0.235
4180.52707 19.980 0.185
4341.84164 20.470 0.257
4345.90075 20.261 0.199
4350.87517 19.952 0.150
4355.88279 20.274 0.238
4361.84354 20.404 0.275
4364.85036 20.504 0.253
4367.76287 20.217 0.198
4370.79972 19.867 0.142
4376.83480 20.438 0.224
4379.84113 20.306 0.167
4383.84539 20.165 0.168
4388.78528 20.071 0.155
4392.83953 19.960 0.108
4398.78835 20.653 0.242
4403.72812 20.373 0.210
4410.85528 20.258 0.161
4417.74322 20.401 0.153
4421.71920 20.332 0.145
4421.77514 20.208 0.117
4425.73922 20.358 0.192
4429.70339 20.062 0.197
4431.84320 21.095 0.635
4435.86202 20.194 0.305
4439.71572 20.281 0.175
4442.69299 20.412 0.219
4448.74645 20.313 0.176
4450.75331 20.681 0.312
4453.72898 20.141 0.136
4456.74233 20.309 0.219
4458.68995 20.285 0.171
4461.64005 20.502 0.151
4465.66086 20.301 0.136
4468.69165 20.313 0.114
4473.62794 20.442 0.173
4477.71545 20.320 0.168
4479.73707 20.093 0.115
4483.69696 20.297 0.193
4486.69544 20.189 0.190
4490.69366 20.596 0.260
4493.76448 20.046 0.178
4498.62894 20.405 0.162
4501.62199 20.137 0.139
4503.62302 20.167 0.164
4508.56580 19.878 0.142
4510.64774 20.559 0.217
4516.52844 20.299 0.279
4520.61843 19.860 0.159
4523.60197 20.436 0.221
