LC,Amplitude,AndersonDarling,Autocor_length,Automean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SmallKurtosis,Std,StetsonK,freq1_harmonics_amplitude_0,freq1_harmonics_amplitude_1,freq1_harmonics_amplitude_2,freq1_harmonics_amplitude_3,freq1_harmonics_rel_phase_0,freq1_harmonics_rel_phase_1,freq1_harmonics_rel_phase_2,freq1_harmonics_rel_phase_3,freq2_harmonics_amplitude_0,freq2_harmonics_amplitude_1,freq2_harmonics_amplitude_2,freq2_harmonics_amplitude_3,freq2_harmonics_rel_phase_0,freq2_harmonics_rel_phase_1,freq2_harmonics_rel_phase_2,freq2_harmonics_rel_phase_3,freq3_harmonics_amplitude_0,freq3_harmonics_amplitude_1,freq3_harmonics_amplitude_2,freq3_harmonics_amplitude_3,freq3_harmonics_rel_phase_0,freq3_harmonics_rel_phase_1,freq3_harmonics_rel_phase_2,freq3_harmonics_rel_phase_3
OGLE-LMC-CEP-0001,0.2875,0.962473994273,1,18.1661935484,-0.124649315064,4.15401289026,4.37316735126,0.0,33.3291549438,0.199275362319,0.259057971014,0.478260869565,0.807971014493,0.981884057971,-9.98174336358e-05,0.0706394562155,18.1661935484,0.00996725935642,0.153,0.322580645161,0.0333333333333,0.0176393010221,0.0303330036268,0.794045167464,0.0594921772011,0.277083126738,0.971907626602,0.2455,0.241095767472,-0.004143116386,-0.886966703594,0.181067162616,0.84499606871,0.223642103659,0.0523532764524,0.0299348802855,0.090280880691,0.0,0.00813580663013,-0.789361441851,0.268472284628,0.0841282760258,0.0178993035374,0.0894069597753,0.0336242472722,0.0,-2.09751684891,-1.80270976921,-0.823455885336,0.0916505792387,0.0300867004646,0.0170989475263,0.0194419875913,0.0,0.976876925566,-1.11625299036,-0.64459775966
OGLE-LMC-CEP-0002,0.212,0.741196939334,1,16.4119,-0.118572495399,2.32186990488,7.06839774506,0.0,53.0652393706,0.269230769231,0.379807692308,0.449519230769,0.576923076923,0.846153846154,-0.000109323732109,0.0616364987486,16.4119,0.00768971535145,0.092,0.133333333333,-0.0333333333333,0.0150435471101,0.0253365003959,3.11831928506,0.0157177829762,0.26597394189,0.310705499794,0.1805,0.198067387312,-0.310436560609,-0.726798601559,0.126202839376,0.850324238849,0.179335943886,0.0304550483387,0.0562454441248,0.0569920971793,0.0,1.85977080181,1.25506115595,-0.426822150926,0.0560843499805,0.0192640530509,0.0199775272513,0.0137202032076,0.0,-2.36794057142,-1.31113794254,-0.433712547647,0.0323442012641,0.0207407575996,0.00728017914852,0.00209814746447,0.0,2.08041540615,0.443046690461,0.130633609769
OGLE-LMC-CEP-0003,nan,0.544939435525,1,18.411125,-0.387197286971,0.245153441697,75.1004141429,0.0,163.663956091,0.201886792453,0.32641509434,0.535849056604,0.635849056604,0.716981132075,0.000174641014605,0.0887962806467,18.411125,0.00839921761659,0.1475,0.1875,0.1,0.0177000760126,0.0287761971984,2.41203235784,0.999955479146,0.330861215251,1.00426398301,0.28225,0.224060083927,-0.326112463373,-0.475160859791,0.154639045441,0.872192398854,0.169571826921,0.0389508684675,0.0991333213486,0.0660525518308,0.0,-0.457496911013,1.51129214895,0.469347670151,0.175379011143,0.0611333801228,0.0304369872122,0.0654610974496,0.0,1.07407308676,-0.517059508199,1.62675874407,0.0877678186448,0.0173157196297,0.0626099060053,0.0374785674887,0.0,2.22247080987,2.12365746643,1.10625412474
OGLE-LMC-CEP-0004,0.2085,0.995964466294,1,15.7149666667,-0.137950641765,1.91149392252,8.22130087966,0.0,50.2671813928,0.295039164491,0.522193211488,0.618798955614,0.76501305483,0.929503916449,2.05183845477e-05,0.045249604066,15.7149666667,0.0085338096373,0.1175,0.1,-0.0333333333333,0.0157327654706,0.0243460572736,2.22941437746,0.00367385442907,0.28939247075,0.434628001464,0.235,0.207924459502,-0.281244241422,-1.21517935548,0.13410853399,0.894051977402,0.189698287235,0.0201550502848,0.0312373067666,0.0263361575922,0.0,-0.399046989036,-1.13328448327,-0.20429813595,0.043082378115,0.0279496926856,0.0178370693842,0.0282621355062,0.0,2.44662791091,0.804084840151,-0.0364764911782,0.0243444899442,0.00714697834934,0.0160483623716,0.00757613838193,0.0,0.989689896251,1.52875832906,0.481188335817
OGLE-LMC-CEP-0005,0.424,0.952166858457,1,15.4411333333,0.828156117699,0.231772520835,66.6219329094,0.0,91.2299832763,0.175,0.466666666667,0.582142857143,0.815476190476,0.927380952381,-9.42957260889e-05,0.210132968574,15.4411333333,0.0182143772469,0.245,0.233333333333,-0.0333333333333,0.0306478727531,0.0543126858916,5.70341381391,0.0172177756671,0.27434605442,0.738506898784,0.483,0.200485478511,-0.148019636048,-1.15172740819,0.281250627654,0.855670189203,0.358005089046,0.151827482212,0.0959051832459,0.0858928646441,0.0,2.28608451884,-0.362883371249,1.14043193671,0.133664371732,0.0225332951233,0.105718210399,0.0387818102467,0.0,-1.9915857953,-0.451843562216,0.375043436959,0.0890520958677,0.0540727217166,0.0171595970906,0.0246740817895,0.0,1.90383309166,-0.291079383418,1.78893746065
OGLE-LMC-CEP-0006,0.182,0.925675588403,1,15.3569090909,-0.31739048286,0.265863319282,57.7624214291,0.0,100.661057279,0.35223880597,0.468656716418,0.680597014925,0.788059701493,0.922388059701,-7.02913421006e-06,0.0529750537949,15.3569090909,0.00768591727844,0.11,0.136363636364,-0.1,0.0119202709745,0.0218212610735,3.29523377193,0.0800451412565,0.264006157084,0.52048062889,0.2215,0.199238700433,-0.0111588930634,-1.28008300527,0.118031932925,0.891130184646,0.175954584305,0.0486722269583,0.0533354805845,0.0409408588876,0.0,-1.91439947603,-2.02205998846,-0.292982129231,0.0816638886751,0.035323120399,0.00544569368231,0.0261442190461,0.0,1.71039604485,1.39207044727,2.72755429734,0.0584421717899,0.00781796607689,0.0371361087206,0.0321932027453,0.0,-1.10980094212,-1.02408722455,0.263190633415
OGLE-LMC-CEP-0007,0.161,0.977070040625,1,17.572,0.0948910013244,2.20666891572,7.96313387786,0.0,50.7221028744,0.28,0.396666666667,0.54,0.806666666667,0.93,-8.08374853495e-05,0.0586539417437,17.572,0.00568084300547,0.072,0.142857142857,-0.233333333333,0.0118797248906,0.017052236685,2.43702496418,0.0199680192185,0.294089693156,0.547018880508,0.16,0.231479357022,-0.410705350504,-0.941388855382,0.0998237732922,0.877260252577,0.146518644229,0.0439661335486,0.049429431263,0.0383351605871,0.0,-1.95069442055,-0.52047977542,-2.40945995177,0.0637126767643,0.0213747769496,0.00877574524119,0.0347298864391,0.0,-0.904504761381,-1.87077135955,-1.41243637294,0.0408420969016,0.0139424119144,0.0174899419944,0.0109343197495,0.0,-1.57765719219,-1.59461462624,-0.793264276721
OGLE-LMC-CEP-0008,0.2335,0.996811530254,1,16.9086774194,-0.111907308995,2.97871011116,5.67650989468,0.0,35.3199950316,0.222784810127,0.364556962025,0.539240506329,0.820253164557,0.86582278481,6.14382167131e-05,0.0539794502362,16.9086774194,0.00801648759929,0.103,0.225806451613,0.1,0.018551341132,0.0233368781756,0.972858598799,0.0159746149566,0.345097273974,0.447826999856,0.2025,0.136801401958,-0.557586885941,-0.645482809687,0.135548202853,0.847600605511,0.175030482649,0.0567492402476,0.0840072864026,0.0242664872215,0.0,0.00706916868667,2.0788217258,2.14741701044,0.0736890965819,0.017812870217,0.0251793072718,0.0148122950345,0.0,-2.62024351546,-0.868913926119,-1.86629162022,0.0553435458923,0.0150218964513,0.0124717946107,0.00932811517015,0.0,-0.521682907816,1.46638262253,1.23219686224
OGLE-LMC-CEP-0009,nan,0.716391445135,1,16.1531428571,-0.173866093287,0.831569344082,19.4248897847,0.0,201.689735115,0.423197492163,0.423197492163,0.542319749216,0.542319749216,1.0,-0.000267353143519,0.0340678280394,16.1531428571,0.00661979263599,0.085,0.428571428571,-0.0666666666667,0.0144293025837,0.0196707159154,4.37521454545,1.0,0.461486283326,1.09767934146,0.154,0.372166357521,-0.269726086006,0.0763248429072,0.106930456134,0.922972566652,0.189393525092,0.0730752524089,0.0972753864772,0.150380624658,0.0,-2.13957280103,-2.04343905951,0.686061743198,0.20923740866,0.166926387069,0.195634689693,0.167921518864,0.0,-1.39063571077,-1.10198401165,-0.799670896829,0.391102233153,0.321460090006,0.179033410065,0.30813064674,0.0,-1.36837266413,-0.477254566198,-2.69522747471
OGLE-LMC-CEP-0010,0.218,0.992352789902,1,15.5715806452,-0.388768659811,0.267326721104,58.249248638,0.0,39.8193622185,0.213942307692,0.375,0.692307692308,0.807692307692,0.942307692308,2.32020521123e-05,0.0810215676431,15.5715806452,0.00918154603929,0.117,0.193548387097,-0.0333333333333,0.0157182267274,0.0266889074229,2.56567644796,0.00113298064145,0.267097912059,0.41284343087,0.272,0.22101191339,-0.186857019861,-1.23775136889,0.142971184598,0.877104185029,0.215385100897,0.0725853701257,0.0821577231561,0.0306630026715,0.0,0.592318826339,1.37188025688,0.104300559091,0.0829845758176,0.0232692754211,0.0236920423129,0.00586849070174,0.0,-0.0444225611771,-0.114787678928,-1.21705076652,0.0462501096314,0.0156476902772,0.0118600676707,0.0135578675601,0.0,-1.39102028149,-2.14365603406,-0.959768936496
