LC,Amplitude,AndersonDarling,Autocor_length,Automean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SmallKurtosis,Std,StetsonK,freq1_harmonics_amplitude_0,freq1_harmonics_amplitude_1,freq1_harmonics_amplitude_2,freq1_harmonics_amplitude_3,freq1_harmonics_rel_phase_0,freq1_harmonics_rel_phase_1,freq1_harmonics_rel_phase_2,freq1_harmonics_rel_phase_3,freq2_harmonics_amplitude_0,freq2_harmonics_amplitude_1,freq2_harmonics_amplitude_2,freq2_harmonics_amplitude_3,freq2_harmonics_rel_phase_0,freq2_harmonics_rel_phase_1,freq2_harmonics_rel_phase_2,freq2_harmonics_rel_phase_3,freq3_harmonics_amplitude_0,freq3_harmonics_amplitude_1,freq3_harmonics_amplitude_2,freq3_harmonics_amplitude_3,freq3_harmonics_rel_phase_0,freq3_harmonics_rel_phase_1,freq3_harmonics_rel_phase_2,freq3_harmonics_rel_phase_3
OGLE-LMC-ECL-00001,0.15,0.855679351245,1,19.6589090909,-0.0472379079854,2.40598655006,8.17083083463,0.0,75.5292563519,0.126903553299,0.258883248731,0.395939086294,0.553299492386,0.725888324873,-1.33988928325e-06,0.0317748147162,19.6589090909,0.00311914655528,0.035,0.424242424242,0.0333333333333,0.0103832646206,0.0100269761287,0.961717321112,0.861996493959,0.244217976094,0.921686751953,0.078,0.138372216035,0.890241404654,1.81474777192,0.0613190185715,0.77425544518,0.0573936217682,0.0109182510628,0.0273860072621,0.0318035711035,0.0,-0.513679284902,-1.94796359471,-0.295579489684,0.0370094725618,0.0116851600133,0.00718722741321,0.0302017746388,0.0,0.613982988471,2.39601576395,1.61975576523,0.0287553468023,0.0141649337634,0.0078360061192,0.016104808482,0.0,1.85972424121,0.78594552806,1.68366107595
OGLE-LMC-ECL-00002,0.254,1.0,1,19.1830606061,-0.163996895397,1.01481326983,18.9030447042,0.0,69.5685390556,0.0435779816514,0.114678899083,0.183486238532,0.238532110092,0.621559633028,-5.50807193274e-05,0.0547495209417,19.1830606061,0.00640476798697,0.025,0.666666666667,0.1,0.0226833220091,0.0227878534469,1.46819017332,0.999791460957,0.171355500694,1.62387145904,0.08,0.184218187339,2.05458794595,4.38273689714,0.122863052462,0.676976427003,0.113002773496,0.041451270479,0.0426677612198,0.04835884025,0.0,0.0217619083438,1.65117394987,1.40433549641,0.0788248038911,0.0312791360995,0.0235924493149,0.036464665641,0.0,0.677067777945,0.576308147046,0.764858915312,0.072746108325,0.016062398043,0.0145970732371,0.0529798060695,0.0,-0.373327838091,-0.0794711169812,-0.729049548399
OGLE-LMC-ECL-00003,1.3,1.0,2,20.1874545455,1.28507219203,0.266012681363,75.8890683032,0.0,71.2170068533,0.0112359550562,0.034606741573,0.0408988764045,0.0674157303371,0.13797752809,0.000311020960045,0.512562115578,20.1874545455,0.0280804029016,0.042,0.909090909091,-0.166666666667,0.124431562641,0.111188846135,0.933048504446,1.0,0.216455408363,1.78574080672,0.091,0.227622973717,3.3051311211,12.4797533785,0.566871857195,0.537151146073,0.440853245302,0.304482414064,0.104320436185,0.10422612979,0.0,2.91301067427,2.36849077339,1.66443469218,0.357026551983,0.143459275594,0.283648085265,0.0950205947185,0.0,1.77285767343,0.253104186288,2.39503594267,0.322529001152,0.0642166481478,0.00696191398743,0.131764358839,0.0,0.415610136744,0.170466715604,-0.689935886524
OGLE-LMC-ECL-00004,0.0385,0.594763096286,1,17.3693333333,-0.005484394523,14.5155137902,1.19660479018,0.0,38.413606187,0.111111111111,0.301587301587,0.380952380952,0.492063492064,0.904761904762,-8.47836158037e-06,0.00676096220423,17.3693333333,0.00107434827683,0.011,0.333333333333,-0.1,0.0023032187482,0.00362756952842,121.492736842,0.962628573228,0.217060568773,1.38462228781,0.024,0.201904219831,-0.0137269348676,-0.17241961534,0.0186607133364,0.809782072031,0.0168471652268,0.00977701258148,0.00336151817794,0.00347917665643,0.0,1.19572654367,2.19145350953,0.48742203641,0.0126981442254,0.00372361074835,0.00670128541348,0.00339965041758,0.0,-0.78383886224,-2.27378344482,-2.31716998493,0.00798384349352,0.00220243410549,0.00125989400783,0.00298206197484,0.0,-0.374169800701,-0.418418548757,1.0652994265
OGLE-LMC-ECL-00005,0.13,0.997715443104,1,19.0306176471,-0.0586625693104,0.600218645316,31.7061420793,0.0,50.4410815103,0.0879120879121,0.120879120879,0.307692307692,0.395604395604,0.538461538462,8.98925800842e-06,0.0201311257027,19.0306176471,0.00254730605152,0.0225,0.529411764706,-0.1,0.00856812447435,0.00956686291001,2.71651904678,0.999969170858,0.185156139817,1.38533798134,0.05225,0.268562057079,0.933049977714,2.82247600969,0.0484768074965,0.714214469935,0.0524836173673,0.0111942703198,0.0154837647151,0.0302629490614,0.0,1.15899594145,0.0758848991,-0.140913398253,0.0425631587475,0.0122815380276,0.00308289315552,0.0156198816156,0.0,0.468436101841,-0.595894003118,0.98000537777,0.0325937525307,0.0106769420415,0.00886180890714,0.00733805279291,0.0,-0.302065773689,1.39077472165,1.37048910156
OGLE-LMC-ECL-00006,0.3215,1.0,2,19.7361818182,-0.08205819479,6.33870411619,3.11359884551,0.0,73.4786342381,0.0322580645161,0.0780984719864,0.113752122241,0.178268251273,0.502546689304,8.48338202966e-05,0.125012737381,19.7361818182,0.00755135763872,0.033,0.757575757576,0.0333333333333,0.0289111325644,0.0299273410904,83.9404363636,0.999999980158,0.316194030071,0.974231321128,0.067,0.230093726548,2.36685864223,6.49709342888,0.149034967332,0.645992573537,0.133046602791,0.108493896344,0.0410604176796,0.0273319102109,0.0,-0.437840235155,-0.651628344885,0.809701310385,0.0940816446228,0.0247963166456,0.0204127890439,0.0361634342406,0.0,1.80560938799,-0.126258483847,1.09758972238,0.0694897865859,0.0230404157248,0.034332107283,0.0134744846433,0.0,0.0060949438335,-1.99703709387,-1.86135238332
OGLE-LMC-ECL-00007,0.3495,0.999999614317,1,20.6205151515,-0.487576331542,0.250836172097,82.2071034618,0.0,98.3498932297,0.0623052959502,0.179127725857,0.230529595016,0.613707165109,0.714953271028,-6.80506948547e-05,0.133787399659,20.6205151515,0.00907100076964,0.076,0.454545454545,0.166666666667,0.0234876483174,0.0312196070803,1.15461398024,0.997743125498,0.272724982469,1.0225966237,0.148,0.189041472107,0.892252797433,0.0354116655773,0.18704870881,0.803982231905,0.161041236458,0.115745979771,0.142750604596,0.0195797747805,0.0,1.02212065377,1.59192899072,0.78277629413,0.0929396538634,0.0371245408921,0.0258510175504,0.0486748614814,0.0,-0.988199852031,-1.31411392508,-1.4441426386,0.0789840698348,0.0201296268897,0.00527677811617,0.0315095923375,0.0,0.697012198799,-1.03828542376,1.19603062548
OGLE-LMC-ECL-00008,0.0165,0.333527058634,1,16.1891612903,-0.0183833884908,0.255994543721,63.2402591672,0.0,121.862834792,0.193548387097,0.225806451613,0.354838709677,0.516129032258,0.645161290323,-2.33418618573e-06,0.00569936117595,16.1891612903,0.000521094642738,0.005,0.290322580645,0.1,0.00111186608191,0.0019148804744,1.40325957447,0.965874204094,0.276178424449,1.29647132218,0.0105,0.162203942899,0.156641619101,-0.188503876497,0.0084360852188,0.830385508437,0.00810790436445,0.00110142867873,0.00217549820229,0.00198470567101,0.0,0.210554892299,0.199034874164,1.08219551061,0.00582557592727,0.0020560623268,0.000917456468433,0.00269309156709,0.0,-1.49719159953,-0.656426909443,-2.19935200421,0.00437081878917,0.000417103835722,0.00133427747567,0.00197484717144,0.0,-0.779274607993,-1.61422391786,-0.0737120514594
OGLE-LMC-ECL-00009,0.0985,0.973156391883,1,19.0782727273,-0.0603993585373,0.600268099082,31.7829195928,0.0,74.6124759223,0.111764705882,0.323529411765,0.388235294118,0.605882352941,0.664705882353,2.82069436988e-05,0.0287354589535,19.0782727273,0.00258029289397,0.037,0.30303030303,0.0333333333333,0.00739575137687,0.00891686336218,6.11081920582,0.920777750747,0.280252590715,1.32728204049,0.066,0.197430339465,0.795691333179,0.382166573274,0.0492275315475,0.821395272866,0.0470013297705,0.0183137677893,0.0111923448857,0.0202290877082,0.0,1.37627084658,1.68800590471,1.72201148096,0.0363705667405,0.00706521690581,0.0203033207221,0.0213793805106,0.0,-1.07426560664,0.735970810949,0.338491067777,0.0303458807075,0.0108555778021,0.0121386227655,0.00714587157153,0.0,2.42243966585,1.71105811473,0.286642324248
OGLE-LMC-ECL-00010,0.395,1.0,1,19.1745588235,-0.313824694014,0.416252530938,46.0647260938,0.0,88.6151689884,0.0304659498208,0.0430107526882,0.0860215053763,0.15770609319,0.207885304659,-4.09897116363e-05,0.14562679533,19.1745588235,0.00777936824397,0.024,0.882352941176,-0.0333333333333,0.0369828666945,0.0291475135813,7.43433835749,1.0,0.148374024683,2.16500589075,0.045,0.185118125538,3.51818594459,15.2702458758,0.149165954004,0.50283049381,0.143639992144,0.149540426725,0.0341791145699,0.0236494916498,0.0,1.49595603402,1.16204809803,1.10311009107,0.100333784791,0.0313065919843,0.0110474851559,0.0423717084815,0.0,-1.56628040446,-1.37708736656,-1.49807135029,0.0744399764278,0.0114970233566,0.0396616555751,0.0168482199687,0.0,-0.224737864503,-0.10576778364,0.150453909829
