2171.84935 15.881 0.007
2183.80871 15.883 0.008
2184.80825 15.876 0.007
2188.85880 15.893 0.008
2191.76896 15.886 0.007
2200.79035 15.878 0.007
2206.72549 15.873 0.007
2216.84958 15.878 0.007
2223.71424 15.889 0.007
2226.69035 15.889 0.007
2228.73411 15.873 0.007
2230.64568 15.861 0.007
2232.66744 15.885 0.007
2234.66020 15.866 0.007
2238.60467 15.865 0.007
2240.73120 15.876 0.007
2242.74210 15.869 0.007
2244.79287 15.864 0.007
2249.66112 15.865 0.007
2251.85851 15.856 0.008
2253.64900 15.863 0.007
2256.65359 15.870 0.007
2259.64814 15.881 0.007
2262.65333 15.895 0.007
2269.66053 15.874 0.008
2272.61923 15.871 0.007
2276.62999 15.888 0.007
2279.62447 15.893 0.007
2281.67187 15.875 0.007
2283.70752 15.887 0.007
2288.69303 15.864 0.007
2292.70103 15.865 0.007
2294.67168 15.855 0.007
2296.69063 15.861 0.007
2298.71217 15.873 0.007
2300.66384 15.854 0.007
2302.63744 15.879 0.007
2304.64212 15.880 0.008
2315.56542 15.866 0.007
2322.54306 15.871 0.007
2325.55673 15.880 0.008
2330.56547 15.877 0.007
2337.51729 15.901 0.008
2343.51330 15.899 0.008
2353.50750 15.894 0.008
2403.49075 15.906 0.010
2518.91670 15.868 0.007
2526.84636 15.845 0.007
2540.85460 15.876 0.008
2544.77472 15.867 0.007
2550.89257 15.884 0.008
2554.85789 15.864 0.007
2558.86898 15.878 0.007
2562.88984 15.881 0.007
2571.81520 15.876 0.007
2577.75387 15.865 0.007
2580.78265 15.892 0.007
2588.81960 15.877 0.007
2593.80873 15.874 0.007
2599.72864 15.902 0.007
2607.68686 15.908 0.007
2617.67620 15.890 0.007
2620.61973 15.891 0.007
2622.79549 15.875 0.007
2624.79013 15.886 0.007
2626.60352 15.902 0.008
2629.60015 15.899 0.007
2631.78414 15.899 0.008
2634.55438 15.886 0.007
2640.63188 15.896 0.007
2642.63010 15.910 0.007
2644.62033 15.915 0.007
2649.64346 15.900 0.007
2651.69228 15.897 0.007
2654.64508 15.890 0.007
2656.71931 15.894 0.008
2658.70912 15.896 0.008
2661.72444 15.899 0.007
2663.62811 15.888 0.007
2665.65763 15.897 0.007
2667.61858 15.902 0.007
2669.66072 15.901 0.007
2671.58826 15.904 0.007
2673.59610 15.903 0.008
2675.59567 15.928 0.007
2677.59352 15.918 0.008
2679.62041 15.910 0.007
2681.64177 15.892 0.007
2685.58141 15.877 0.008
2690.53563 15.896 0.008
2694.53337 15.901 0.007
2704.57770 15.898 0.007
2711.53290 15.904 0.007
2731.48695 15.892 0.008
2879.87983 15.897 0.007
2884.82574 15.881 0.007
2888.85845 15.882 0.007
2893.84985 15.896 0.008
2897.81146 15.894 0.008
2903.85742 15.881 0.007
2906.80613 15.855 0.007
2915.78325 15.902 0.007
2921.78508 15.901 0.007
2924.87481 15.900 0.007
2929.87254 15.887 0.007
2932.84067 15.895 0.007
2941.81665 15.897 0.007
2943.69184 15.902 0.007
2946.71860 15.885 0.008
2949.70161 15.894 0.007
2952.69319 15.879 0.008
2955.75485 15.892 0.008
2957.68738 15.895 0.007
2960.70831 15.897 0.007
2963.69506 15.884 0.007
2966.66053 15.867 0.007
2968.82358 15.870 0.007
2971.83090 15.876 0.007
2975.62919 15.889 0.007
2979.75740 15.880 0.007
2983.66506 15.872 0.007
2985.84612 15.869 0.007
2988.60944 15.878 0.007
2990.80115 15.877 0.007
2992.62565 15.880 0.008
2994.72756 15.890 0.007
2997.61048 15.888 0.007
2999.63009 15.880 0.007
3001.60801 15.891 0.007
3003.63698 15.891 0.007
3005.66638 15.904 0.008
3007.61900 15.904 0.007
3009.61677 15.893 0.008
3011.64900 15.878 0.007
3013.62450 15.888 0.007
3016.62497 15.883 0.007
3018.61010 15.893 0.007
3020.65121 15.890 0.007
3022.68322 15.895 0.007
3024.66526 15.901 0.007
3026.63433 15.907 0.007
3028.63976 15.889 0.007
3030.67503 15.888 0.007
3032.77879 15.883 0.007
3035.60341 15.871 0.007
3037.60592 15.875 0.007
3040.58146 15.878 0.007
3042.56952 15.885 0.007
3045.57837 15.877 0.007
